ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
314257,10,Estou tentando exercer meu direito à portabilidade pela 3ª! O que paira o absurdo uma vez que é entendimento do próprio BACEN é contrário a essas diversas recusas. A última justificativa que o banco me enviou foi que meu contrato tinha sido cedido para PINE. Inegável tamanho prejuízo que essas retenções indevidas tem causado. Informo ainda que entrei com um novo pedido de portabilidade e busco através do Banco Central concluí-la com êxito.,,,73
314258,12,Bom dia     Solicito meu boleto de quitação total junto a essa instituição,,,12
314259,11,"Trata-se da ocorrência policial nº 70/2024-0 conforme documento anexo.    Solicito que o desconto no valor de R$1.640,55 em minha folha de pagamento seja suspenso, devido fraude na contratação do empréstimo consignado, conforme consta anexado aos autos do processo demonstrado em ocorrência policial.    Por fim, relato ainda que foi aberta uma conta em meu nome no BRB no estado de Salvador, o qual foi registrado o valor de R$37.723,91, onde fizeram toda movimentação bancária da retirado todo o valor em questão.    Atenciosamente,    Aulus Silva de Castro",,,85
314260,12,"Boa tarde!  Venho através desta plataforma solicitar o boleto de quitação da parcela, pois irei liquidar com recursos próprios, exijo que o banco me envie o boleto.",,,27
314261,10,solicito o meu boleto de quitação total do meu emprestimo consiganado,,,11
314262,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314263,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314264,10,solicito o meu boleto de quitação total do meu emprestimo,,,10
314265,10,solicito o meu boleto de quitação total do meu emprestimo,,,10
314266,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314267,12,"banco esta cobrando a parcela de setembro, esta em aberto e foi descontado  conforme  relatório do banco informando que as parcelas do mês 09/2023,10/23 11/23 e 12/23",,,27
314268,12,banco esta cobrando parcela do mes de 10/2023 em aberto conforme relatorio em anexo.,,,14
314269,12,"solicito que o banco imita o boleto do valor da diferença da parcela no valor de  R$39,12 mais juros.",,,19
314270,12,banco cobrando parcela conforme relatorio em anexo,,,7
314271,12,banco cobrando parcela com vencimento em 15/12 conforme relatório em anexo parcela descontado conforme extrato anxeo.,,,16
314272,10,Conforme registrado anteriormente o contrato esta encerrado e preciso da exclusao do desconto,,,13
314272,11,Conforme registrado anteriormente o contrato esta encerrado e preciso da exclusao do desconto,,,13
314272,12,Conforme registrado anteriormente o contrato esta encerrado e preciso da exclusao do desconto,,,13
314273,10,ja tentei entrar em contato solicitando o cancelamento e o endereço e o telefone não existem.,,,16
314273,11,ja tentei entrar em contato solicitando o cancelamento e o endereço e o telefone não existem.,,,16
314273,12,ja tentei entrar em contato solicitando o cancelamento e o endereço e o telefone não existem.,,,16
314274,10,solicito o meu boleto de3 quitação total do meu emprestimo,,,10
314275,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314276,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314277,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314278,10,solicito o meu boleto de quitação total do meu emprestimo consignado,,,11
314279,10,solicito o meu boleto de quitação total do meu emprestimo,,,10
314280,11,"Informo que em 13/11/2023, fui procurada pelo Sr. Thiago de Freitas, que se apresentou como gerente financeiro do Santander, com a seguinte proposta: Refinanciar minha divida junto ao Banco do Brasil, no qual devia R$ 57.000,00, com prestações de R$ 1.680,00 em 71 vezes. Ele ofereceu fazer o mesmo prazo com prestações de R$ 1.100,00, aceitei. Fui induzida a pagar 4 boletos, em anexo, para quitar a divida nos valores: R$ 66.000,00 (24/11/2023); R$ 44.342,00 (12/12/23); R$ 43.783,00 (19/12/23)  R$ 39.934,00 (27/12/23), sendo o primeiro e o último para quitar a divida do BB, e os outros dois para consignações do Santander. A divida com o BB foi quitada, porém até o momento não recebi o valor acordado (na série de 4 pagamentos, cada pagamento seguinte quitava o suposto empréstimo fictício anterior), mas foi incluindo no meu contracheque a divida de 4 consignações no Santander, e um em débito automático no Banco do Brasil. Conclui que não estava negociando com o banco e sim com um agiota e estelionatário. Então, fui a delegacia fazer um Boletim de Ocorrência (BO), anexo, Por tudo exposto, Solicito o cancelamento/suspensão dos 4 consignados que foram lançados na minha matrícula.",,,195
314281,12,"Em razão de contrato já liquidado junto ao banco Pan, em que se busca uma solução na via administrativa, solicito a retirada do desconto em folha. Já foram registradas duas reclamações no portal do consumidor e uma reclamação na ouvidoria do banco Central.   Em anexo histórico da negociação, Boletim de Ocorrência, reclamações, resposta do PAN, pagamento realizado para amortização",,,59
314282,10,"Considerando o Boletim de ocorrencia nº 205.215/2022-1 afirmo ter sido enganada e luidibriada pela empresa impactus promotora LTDA , CNPJ: 34.802.601/0001-30. Possuo emprestimo no banco caixa economica federal e no mes de outubro de 2021 recebi varias ligações da empresa onde a mesma afirmava ser correspondente bancario do banco Pan, a empresa me ofereceu a portabilidade de emprestimo diminuindo assim minha atual parcela, isso seria feito em 2 etapas pois a minha margem ja havia sido comprometida com o primeiro emprestimo, a primeira etapa seria um emprestimo no valor de R$ 19.111,34 ao qual transferiria o valor a impactus pois o correspondente bancario afirmava que quitaria esse valor junto a caixa para posteriormente fazer outro emprestimo para quitação total da divida gerando assim um novo valor de parcela, acontece que nao foi isso que ocorreu a empresa nao transferiu o valor a caixa nem tao pouco me deram satisfações, percebi o golpe depois que recebi o contrato pois vi que me ofereceram uma coisa e fizeram outra totalmente diferente, me deixando assim com 2 dividas. Solicito o bloqueio dos descontos realizados em minha folha de pagamento ate que a investigação ou conclusão do BO seja feita, saliento tambem que o processo se encontra em vias judiciais, cujo numero e 0711228-63.2022.8.07.0009., disponivel no site: tjdft.jus.br",,,214
314282,11,"Considerando o Boletim de ocorrencia nº 205.215/2022-1 afirmo ter sido enganada e luidibriada pela empresa impactus promotora LTDA , CNPJ: 34.802.601/0001-30. Possuo emprestimo no banco caixa economica federal e no mes de outubro de 2021 recebi varias ligações da empresa onde a mesma afirmava ser correspondente bancario do banco Pan, a empresa me ofereceu a portabilidade de emprestimo diminuindo assim minha atual parcela, isso seria feito em 2 etapas pois a minha margem ja havia sido comprometida com o primeiro emprestimo, a primeira etapa seria um emprestimo no valor de R$ 19.111,34 ao qual transferiria o valor a impactus pois o correspondente bancario afirmava que quitaria esse valor junto a caixa para posteriormente fazer outro emprestimo para quitação total da divida gerando assim um novo valor de parcela, acontece que nao foi isso que ocorreu a empresa nao transferiu o valor a caixa nem tao pouco me deram satisfações, percebi o golpe depois que recebi o contrato pois vi que me ofereceram uma coisa e fizeram outra totalmente diferente, me deixando assim com 2 dividas. Solicito o bloqueio dos descontos realizados em minha folha de pagamento ate que a investigação ou conclusão do BO seja feita, saliento tambem que o processo se encontra em vias judiciais, cujo numero e 0711228-63.2022.8.07.0009., disponivel no site: tjdft.jus.br",,,214
314282,12,"Considerando o Boletim de ocorrencia nº 205.215/2022-1 afirmo ter sido enganada e luidibriada pela empresa impactus promotora LTDA , CNPJ: 34.802.601/0001-30. Possuo emprestimo no banco caixa economica federal e no mes de outubro de 2021 recebi varias ligações da empresa onde a mesma afirmava ser correspondente bancario do banco Pan, a empresa me ofereceu a portabilidade de emprestimo diminuindo assim minha atual parcela, isso seria feito em 2 etapas pois a minha margem ja havia sido comprometida com o primeiro emprestimo, a primeira etapa seria um emprestimo no valor de R$ 19.111,34 ao qual transferiria o valor a impactus pois o correspondente bancario afirmava que quitaria esse valor junto a caixa para posteriormente fazer outro emprestimo para quitação total da divida gerando assim um novo valor de parcela, acontece que nao foi isso que ocorreu a empresa nao transferiu o valor a caixa nem tao pouco me deram satisfações, percebi o golpe depois que recebi o contrato pois vi que me ofereceram uma coisa e fizeram outra totalmente diferente, me deixando assim com 2 dividas. Solicito o bloqueio dos descontos realizados em minha folha de pagamento ate que a investigação ou conclusão do BO seja feita, saliento tambem que o processo se encontra em vias judiciais, cujo numero e 0711228-63.2022.8.07.0009., disponivel no site: tjdft.jus.br",,,214
314283,10,desejo revisaodos contratos e urgencia no atendimento prestado,,,8
314283,11,desejo revisaodos contratos e urgencia no atendimento prestado,,,8
314284,10,revisaodo dos dados e urgencia no atendinento prestado,,,8
314284,11,revisaodo dos dados e urgencia no atendinento prestado,,,8
314285,10,EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO,,,7
314286,10,EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO  EXCLUSÃO EXCLUSÃO,,,7
314287,10,EXCLUSÃO EXCLUSÃOEXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO,,,8
314288,11,Boa Noite!   já foi acionado Banco Central Conforme protocolo 2024/006779  Senacon 2024.01/00008622618  Conforme arquivo em Anexo o próprio Banco Afirmar que não existe contrato ativo para tal averbação !  Solicito a liberação da margem junto ao Sigepe pois o próprio Banco afirmar o erro da averbação.  Atenciosamente   Estageldo,,,48
314289,10,EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO,,,7
314290,10,EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO,,,7
314291,10,EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO,,,6
314292,10,EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO EXCLUSÃO,,,6
314293,10,exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,7
314294,10,"venho aqui reclamar da consignatária Hoje previdência quer fez uma portabilidade do banco BRB Contrato Nº 1100146557 em que tudo que prometeu não cumpriu e praticou as seguintes irregularidades  1.Não fui informado de que as prestações iriam aumentar de acordo com a mudança de minha idade  2. não me foi enviado uma cópia do contrato de forma antecipada pra que eu tomasse conhecimento das clausulas absurdas  3. fui enganado, pois o número de parcelas não ficaram, na mesma quantidade, passou de 24 para 96  4. Fui induzido a entregar a senha do SOUGOV, com a desculpa de que a contratação seria mais rápida e que por minha idade tinha dificuldades em manusear esse portal  5. praticou omissão de informações, indução e vício de consentimento  Tive que abrir esse termo de reclamação por esse desconto absurdo do PECÚLIO de 20,00, por não poder abri outro termo de reclamação pelo desconto de 243,00, já que a mensagem diz que a demanda já foi analisada por outro termo de reclamação. Porém tive que fazer isso, já que quando fiz a reclamação nº 10/2023-00312231, no dia 28/10/2023 o SIGEPE me informou da suspensão do desconto e fiquei feliz e tranquilo, porém o termo prosseguiu e no dia 07/11/2023, solicitou esclarecimento do BO( a delegacia informou que o BO tem caráter de registra fatos que lhes sejam prejudiciais, como omissão de informações e vicio de consentimento e não tem o caráter investigativo) e no dia 15/11/2023 notificou sobre o vencimento do prazo de resposta e no dia 20/11/2023 comunicou que se encontrava no SIGEPE a conclusão do referido termo de reclamação. Agora senhores do SIGEPE, em outros tempos quando se era notificado da suspensão de um desconto, era porque todas as etapas já tinha sidos questionadas, respondidas, concluídas e comunicado o resultado das análises do termo, então fui induzido ao erro e não mais olhei no outlook para acompanhar as demais etapas do referidos termo. Diante disso solicito a suspensão no meu contracheque do desconto de 20,00 Pecúlio EMBUTIDO QUE SE CHAMA VENDA CASADA ( alegaram que esse pecúlio tem que ser aceito senão o empréstimo não é efetivado e que esse pecúlio é de praxe e faz parte do contrato) e do desconto de 243,00. Fiz as devidas reclamações tanto ao SAC e a Ouvidoria da consignatária, do qual ,obtive resposta do SAC que as minhas reclamações eram IMPROCEDENTES e da ouvidoria responderam que as  reclamações já tinham sidos ACLARADAS.",,,406
